song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Danza Kuduro,71.0,198786.0,0.1,0.7,0.9,0.0,0.0,0.1,-4.9,1.0,0.1,130.0,4.0,0.9
Conga,59.0,252933.0,0.1,0.8,0.9,0.1,2.0,0.1,-7.2,1.0,0.0,123.2,4.0,0.9
La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,66.0,232880.0,0.6,0.6,1.0,0.0,1.0,0.3,-3.6,1.0,0.1,138.3,4.0,0.8
Guantanamera,58.0,199316.0,0.8,0.7,0.6,0.0,10.0,0.1,-5.2,1.0,0.0,143.5,4.0,0.9
El Matador,11.0,277600.0,0.0,0.6,0.9,0.0,4.0,0.1,-9.5,0.0,0.1,193.5,4.0,0.6
Amor Prohibido,61.0,164120.0,0.5,0.5,0.7,0.0,7.0,0.1,-6.1,1.0,0.0,179.8,4.0,0.8
Mi Gente,77.0,189440.0,0.0,0.8,0.7,0.0,11.0,0.1,-4.8,0.0,0.1,105.0,4.0,0.3
Obsesion,74.0,254720.0,0.4,0.8,0.6,0.0,1.0,0.1,-6.9,0.0,0.0,133.7,4.0,0.8
Let's Get Loud,70.0,239400.0,0.1,0.8,0.9,0.0,5.0,0.4,-4.8,0.0,0.1,131.0,4.0,0.9
Oye Como Va,56.0,272546.0,0.7,0.7,0.7,0.1,7.0,0.1,-6.9,1.0,0.0,124.1,4.0,1.0
Despacito (Featuring Daddy Yankee),80.0,228200.0,0.2,0.7,0.8,0.0,2.0,0.1,-4.8,1.0,0.1,177.9,4.0,0.9
Bamboleo,54.0,203173.0,0.4,0.7,0.9,0.0,6.0,0.1,-9.3,0.0,0.1,119.6,4.0,0.9
Pedro Navaja,60.0,443480.0,0.8,0.6,0.6,0.0,11.0,0.3,-6.6,0.0,0.1,93.7,4.0,0.8
Gasolina,77.0,192600.0,0.3,0.9,0.8,0.0,0.0,0.1,-6.5,1.0,0.1,96.0,4.0,0.8
Mambo No 5,52.0,162213.0,0.3,0.8,0.4,0.8,5.0,0.0,-17.8,0.0,0.2,90.1,4.0,0.8
De Música Ligera,51.0,212893.0,0.0,0.5,0.7,0.3,2.0,0.3,-8.0,1.0,0.0,124.3,4.0,0.8
Macarena,62.0,249506.0,0.4,0.9,0.7,0.0,8.0,0.0,-12.6,1.0,0.1,103.0,4.0,1.0
La Bamba,57.0,172733.0,0.1,0.3,0.8,0.0,0.0,0.2,-12.8,1.0,0.0,156.5,4.0,0.9
Querida,4.0,319560.0,0.3,0.5,0.5,0.0,2.0,0.1,-6.4,1.0,0.0,90.0,4.0,0.4
Maria Maria - Radio Mix,56.0,262160.0,0.0,0.8,0.6,0.0,2.0,0.0,-5.3,1.0,0.1,97.9,4.0,0.7
La ingrata,65.0,212000.0,0.1,0.7,0.8,0.0,7.0,0.0,-5.7,1.0,0.0,142.9,4.0,0.9
Corazón partio,74.0,343413.0,0.2,0.6,0.8,0.0,0.0,0.1,-6.7,1.0,0.0,160.1,4.0,0.8
I Know You Want Me (Calle Ocho),7.0,238680.0,0.0,0.8,0.8,0.0,2.0,0.2,-5.4,1.0,0.2,127.1,4.0,0.8
Livin' la Vida Loca,73.0,243160.0,0.0,0.4,1.0,0.0,1.0,0.1,-3.8,0.0,0.0,178.0,4.0,0.9
Rebelión,43.0,378373.0,0.1,0.6,0.7,0.0,10.0,0.3,-8.5,0.0,0.1,106.8,4.0,0.8
La Maza,58.0,351400.0,0.7,0.6,0.3,0.0,9.0,0.2,-17.7,0.0,0.3,170.6,3.0,0.4
Amor Eterno,59.0,408440.0,0.4,0.3,0.3,0.0,0.0,0.8,-8.6,1.0,0.0,176.6,4.0,0.4
Besame Mucho,7.0,181960.0,0.7,0.7,0.4,0.0,5.0,0.1,-12.8,0.0,0.0,126.4,4.0,0.8
Mais Que Nada,52.0,159466.0,0.5,0.7,0.5,0.0,0.0,0.2,-13.1,0.0,0.0,89.0,4.0,0.9
El Cantante,58.0,622520.0,0.4,0.5,0.7,0.0,7.0,0.1,-4.9,0.0,0.0,95.8,4.0,0.7
Chan Chan,7.0,257213.0,0.8,0.5,0.4,0.0,2.0,0.1,-14.2,0.0,0.0,82.8,4.0,0.7
Amigo,41.0,208866.0,0.3,0.6,0.5,0.0,11.0,0.1,-13.5,0.0,0.1,145.3,4.0,0.9
The Girl From Ipanema - Stereo Version,50.0,325506.0,0.9,0.7,0.1,0.0,5.0,0.1,-19.2,0.0,0.0,129.9,4.0,0.4
Oye Mi Amor,63.0,263306.0,0.0,0.5,0.9,0.0,11.0,0.1,-6.7,0.0,0.0,162.2,4.0,1.0
Latinoamérica,68.0,301426.0,0.6,0.7,0.8,0.0,2.0,0.1,-6.8,0.0,0.1,142.5,3.0,0.9
"Soy un Truhán, Soy un Señor",50.0,183546.0,0.6,0.6,0.7,0.0,0.0,0.4,-5.2,1.0,0.0,98.9,4.0,0.7
Mediterraneo,60.0,205226.0,0.6,0.5,0.6,0.0,9.0,0.1,-7.3,0.0,0.1,100.8,3.0,0.6
Gracias a la Vida,52.0,278040.0,0.8,0.6,0.1,0.0,0.0,0.1,-16.8,1.0,0.1,119.2,4.0,0.3
La Cumparsita,42.0,193800.0,0.9,0.6,0.3,0.6,7.0,0.1,-13.8,1.0,0.1,118.3,4.0,0.4
Paloma negra,50.0,195533.0,0.9,0.4,0.3,0.0,2.0,0.2,-6.9,1.0,0.0,80.3,1.0,0.4
El Rey,40.0,128386.0,0.4,0.3,0.6,0.0,9.0,0.3,-5.8,1.0,0.1,183.1,4.0,0.9
Feliz Navidad,57.0,182226.0,0.5,0.5,0.8,0.0,2.0,0.3,-8.7,1.0,0.0,148.8,4.0,1.0
All Along the Watchtower,78.0,240800.0,0.0,0.4,0.8,0.0,8.0,0.1,-6.2,1.0,0.1,113.3,4.0,0.6
My Generation - Stereo Version,69.0,198706.0,0.3,0.4,0.8,0.0,2.0,0.1,-9.2,0.0,0.1,96.3,4.0,0.6
(I Can't Get No) Satisfaction,48.0,222746.0,0.0,0.7,0.8,0.1,2.0,0.1,-8.6,1.0,0.0,135.6,4.0,0.9
"Hello, I Love You",63.0,133200.0,0.0,0.6,0.6,0.0,11.0,0.1,-14.1,0.0,0.0,117.8,4.0,1.0
Whole Lotta Love,77.0,333893.0,0.0,0.4,0.9,0.1,9.0,0.4,-11.6,1.0,0.4,89.7,4.0,0.4
Hey Jude - Remastered 2015,77.0,425653.0,0.0,0.4,0.6,0.0,10.0,0.1,-7.7,1.0,0.0,147.2,4.0,0.5
White Room,71.0,303200.0,0.2,0.5,0.6,0.0,2.0,0.1,-13.4,0.0,0.0,109.8,4.0,0.5
You Really Got Me - Mono Mix,71.0,134253.0,0.5,0.6,0.9,0.0,8.0,0.1,-6.4,1.0,0.1,137.4,4.0,1.0
Surfin' U.S.A. - Remastered,70.0,149373.0,0.7,0.6,0.9,0.0,3.0,0.1,-6.0,1.0,0.0,159.2,4.0,1.0
"Oh, Pretty Woman",71.0,178933.0,0.7,0.6,0.6,0.0,9.0,0.1,-9.5,1.0,0.0,127.4,4.0,1.0
Back In The U.S.S.R. - 2018 Mix,61.0,163466.0,0.0,0.5,0.9,0.0,9.0,0.2,-9.3,1.0,0.0,142.7,4.0,0.9
For What It's Worth,75.0,153693.0,0.4,0.7,0.5,0.0,2.0,0.1,-10.2,1.0,0.0,98.9,4.0,0.8
Fortunate Son,81.0,140773.0,0.2,0.6,0.7,0.0,0.0,0.2,-7.5,1.0,0.0,132.8,4.0,0.7
Born To Be Wild - Single Version,67.0,212893.0,0.3,0.4,0.7,0.3,2.0,0.2,-12.1,1.0,0.1,145.9,4.0,0.5
House Of The Rising Sun,70.0,271280.0,0.0,0.3,0.6,0.2,9.0,0.1,-6.7,0.0,0.0,117.2,3.0,0.2
Louie Louie,68.0,165381.0,0.1,0.6,0.7,0.0,1.0,0.1,-9.8,0.0,0.1,122.4,4.0,0.9
I Heard It Through The Grapevine - Single Version (Mono),61.0,193493.0,0.3,0.7,0.5,0.0,11.0,0.1,-6.2,1.0,0.0,118.4,4.0,0.7
Crimson And Clover - Single Version,56.0,208666.0,0.3,0.4,0.6,0.0,11.0,0.2,-12.3,1.0,0.1,85.8,4.0,0.7
Evil Ways,59.0,238266.0,0.2,0.7,0.5,0.4,5.0,0.1,-13.4,1.0,0.0,117.5,4.0,0.7
Purple Haze,71.0,170813.0,0.0,0.5,0.9,0.6,2.0,0.1,-5.3,1.0,0.1,108.9,4.0,0.5
California Dreamin' - Single Version,73.0,162373.0,0.4,0.6,0.6,0.0,1.0,0.1,-9.8,0.0,0.0,112.4,4.0,0.7
Like a Rolling Stone,72.0,369600.0,0.7,0.5,0.7,0.0,0.0,0.2,-6.8,1.0,0.0,95.3,4.0,0.6
Suite: Judy Blue Eyes - Remastered,64.0,444053.0,0.5,0.5,0.4,0.0,9.0,0.2,-13.1,1.0,0.0,154.2,4.0,0.3
Turn! Turn! Turn! (To Everything There Is a Season),65.0,229360.0,0.1,0.5,0.8,0.0,2.0,0.1,-8.1,1.0,0.0,124.5,4.0,0.8
I Saw Her Standing There - Remastered 2009,68.0,173946.0,0.3,0.5,0.8,0.0,4.0,0.1,-9.8,1.0,0.0,160.1,4.0,1.0
Light My Fire,71.0,429760.0,0.4,0.4,0.7,0.0,3.0,0.1,-5.8,0.0,0.0,124.6,4.0,0.4
Pinball Wizard,69.0,180943.0,0.0,0.5,0.7,0.0,2.0,0.2,-8.8,1.0,0.0,122.9,4.0,0.5
The Sounds of Silence,54.0,184880.0,0.2,0.4,0.4,0.0,6.0,0.3,-13.9,1.0,0.0,107.4,4.0,0.5
Green Onions,66.0,176333.0,0.8,0.8,0.5,0.9,10.0,0.1,-8.7,1.0,0.0,136.8,4.0,0.9
Sweet Caroline - Single Version,58.0,201800.0,0.5,0.6,0.2,0.0,11.0,0.3,-13.9,1.0,0.0,126.5,4.0,0.6
Good Lovin' - Single Version,52.0,150906.0,0.0,0.3,0.5,0.0,2.0,0.3,-13.3,1.0,0.0,196.5,4.0,0.8
The Twist,60.0,153760.0,0.2,0.5,0.6,0.0,4.0,0.1,-7.1,1.0,0.0,156.7,4.0,0.9
Sunshine Of Your Love,72.0,250000.0,0.5,0.7,0.5,0.0,2.0,0.1,-12.6,1.0,0.0,115.1,4.0,0.8
Hit the Road Jack,13.0,120173.0,0.7,0.6,0.7,0.0,8.0,0.5,-8.6,0.0,0.2,173.0,4.0,1.0
Proud Mary,30.0,187213.0,0.1,0.7,0.6,0.0,2.0,0.1,-7.6,1.0,0.0,120.7,4.0,0.7
Dazed And Confused,63.0,386373.0,0.0,0.3,0.6,0.0,2.0,0.1,-9.5,1.0,0.0,86.8,3.0,0.4
Summertime Blues,37.0,226906.0,0.5,0.5,0.5,0.0,7.0,0.3,-9.7,0.0,0.1,138.4,4.0,0.7
I Want To Hold Your Hand - Remastered 2015,74.0,145746.0,0.4,0.5,0.7,0.0,7.0,0.3,-5.5,1.0,0.0,130.7,4.0,0.9
Runaround Sue,64.0,171600.0,0.5,0.4,0.6,0.0,2.0,0.3,-9.8,1.0,0.1,80.0,4.0,0.6
All Day and All of the Night - 2014 Remastered Version,38.0,142480.0,0.5,0.6,1.0,0.0,7.0,0.1,-2.8,1.0,0.1,136.9,4.0,0.7
River Deep - Mountain High,51.0,214880.0,0.8,0.4,0.8,0.0,3.0,0.1,-6.8,1.0,0.0,83.9,4.0,0.3
Summer in the City - Remastered,63.0,160306.0,0.1,0.4,0.7,0.0,10.0,0.1,-9.8,1.0,0.0,110.5,4.0,0.6
Jumpin' Jack Flash - Mono / Remastered,21.0,219466.0,0.0,0.6,0.9,0.7,3.0,0.1,-7.3,1.0,0.0,137.4,4.0,0.7
Foxey Lady,62.0,198773.0,0.1,0.5,0.8,0.2,1.0,0.4,-6.0,0.0,0.0,98.1,4.0,0.6
Somebody to Love,69.0,174840.0,0.4,0.5,0.6,0.0,4.0,0.3,-9.3,1.0,0.0,132.4,4.0,0.7
Time Has Come Today,53.0,290933.0,0.0,0.5,0.5,0.1,2.0,0.1,-11.9,1.0,0.1,122.9,4.0,0.4
Heart Full of Soul,63.0,147893.0,0.2,0.5,0.7,0.0,9.0,0.0,-9.7,0.0,0.0,140.8,4.0,0.7
Do You Believe in Magic?,66.0,125826.0,0.2,0.6,0.7,0.0,0.0,0.3,-8.0,1.0,0.0,138.6,4.0,0.8
"Paint It, Black - Mono",67.0,204480.0,0.0,0.5,0.8,0.1,5.0,0.3,-7.4,0.0,0.1,159.7,4.0,0.8
Good Vibrations - Remastered,70.0,219026.0,0.3,0.4,0.5,0.0,10.0,0.1,-7.7,0.0,0.0,133.4,4.0,0.4
Psychotic Reaction,55.0,185523.0,0.0,0.3,0.8,0.0,11.0,0.3,-6.6,1.0,0.1,165.0,4.0,0.7
Yesterday - Remastered 2009,74.0,125666.0,0.9,0.3,0.2,0.0,5.0,0.1,-11.8,1.0,0.0,96.5,4.0,0.3
Nights In White Satin - Single Version / Mono Mix,66.0,269106.0,0.5,0.2,0.5,0.5,4.0,0.1,-5.0,0.0,0.0,84.7,4.0,0.2
Space Oddity - 2015 Remastered Version,72.0,318813.0,0.1,0.3,0.4,0.0,0.0,0.2,-12.6,1.0,0.0,139.5,4.0,0.4
Magic Carpet Ride,68.0,271573.0,0.1,0.6,0.7,0.3,4.0,0.0,-15.0,0.0,0.1,111.7,4.0,0.8
Needles and Pins - Mono,58.0,131360.0,0.1,0.6,1.0,0.0,9.0,0.1,-6.5,1.0,0.0,124.3,4.0,0.9
The Weight - Remastered,55.0,278626.0,0.2,0.6,0.5,0.0,9.0,0.1,-11.0,1.0,0.1,143.9,4.0,0.5
Bring It On Home to Me,71.0,162533.0,0.8,0.5,0.4,0.0,0.0,0.4,-8.2,1.0,0.0,70.9,4.0,0.7
Bad Moon Rising,71.0,141600.0,0.1,0.6,0.8,0.0,2.0,0.0,-5.9,1.0,0.0,89.8,4.0,0.9
Crying,59.0,166466.0,0.8,0.4,0.3,0.0,2.0,0.1,-9.5,1.0,0.0,96.7,4.0,0.2
Revolution - Remastered,67.0,205293.0,0.1,0.4,0.8,0.0,6.0,0.2,-9.2,1.0,0.2,121.4,4.0,0.7
Shop Around,54.0,170760.0,0.8,0.6,0.7,0.0,7.0,0.8,-4.5,1.0,0.0,132.1,4.0,0.9
I Fought The Law,57.0,138360.0,0.1,0.6,0.8,0.0,7.0,0.0,-5.5,1.0,0.0,149.0,4.0,1.0
The Times They Are A-Changin',70.0,192053.0,0.9,0.4,0.4,0.0,7.0,0.1,-8.0,1.0,0.0,171.9,3.0,0.6
Honky Tonk Women,57.0,179386.0,0.4,0.6,0.8,0.0,7.0,0.2,-6.6,1.0,0.1,119.5,4.0,1.0
The End - Remastered,49.0,710826.0,0.3,0.4,0.2,0.0,0.0,0.1,-17.3,1.0,0.0,104.6,4.0,0.0
She Loves You - Mono / Remastered,67.0,140920.0,0.3,0.4,0.9,0.0,4.0,0.1,-3.2,0.0,0.0,75.5,4.0,0.9
Heartbreaker,64.0,254133.0,0.1,0.4,0.7,0.5,9.0,0.1,-9.4,1.0,0.1,97.2,4.0,0.7
Brown Eyed Girl,80.0,183306.0,0.2,0.5,0.6,0.0,7.0,0.4,-11.0,1.0,0.0,150.6,4.0,0.9
Gimme Shelter,75.0,270773.0,0.4,0.6,0.6,0.0,1.0,0.2,-8.3,0.0,0.0,118.6,4.0,0.5
Touch Me,63.0,190253.0,0.4,0.4,0.9,0.0,1.0,0.1,-4.8,1.0,0.1,108.7,4.0,0.8
Surf City - Remastered 1990 / Stereo Remix,47.0,163026.0,0.6,0.5,0.6,0.0,8.0,0.3,-13.9,1.0,0.0,147.9,4.0,0.9
White Rabbit,70.0,150640.0,0.5,0.6,0.3,0.0,2.0,0.1,-12.5,1.0,0.0,106.8,4.0,0.3
Green River,60.0,154120.0,0.0,0.7,0.8,0.0,9.0,0.1,-9.6,1.0,0.0,141.7,4.0,1.0
I Get Around (Mono) - Mono,66.0,134386.0,0.4,0.4,0.6,0.0,9.0,0.1,-7.8,0.0,0.1,144.3,4.0,0.5
Mr. Tambourine Man,61.0,149466.0,0.5,0.5,0.5,0.0,2.0,0.4,-9.6,1.0,0.0,120.3,4.0,0.6
With A Little Help From My Friends - Remastered 2009,67.0,164106.0,0.4,0.7,0.5,0.0,4.0,0.4,-9.3,1.0,0.0,112.0,4.0,0.8
Hush - 2014 Remastered Version,38.0,252040.0,0.0,0.6,0.7,0.7,5.0,0.1,-11.3,1.0,0.0,109.3,4.0,0.5
For Your Love,53.0,149733.0,0.4,0.3,0.7,0.0,2.0,0.1,-8.6,1.0,0.0,127.1,5.0,0.6
Street Fighting Man,58.0,194733.0,0.0,0.6,0.8,0.0,0.0,0.2,-9.9,1.0,0.0,128.0,4.0,0.7
Blowin' In the Wind,68.0,165426.0,0.9,0.4,0.1,0.0,2.0,0.1,-20.6,1.0,0.1,174.9,4.0,0.4
In My Room - Remastered,50.0,134133.0,0.2,0.3,0.4,0.0,11.0,0.1,-9.6,1.0,0.0,102.9,3.0,0.5
I'm A Man,14.0,176160.0,0.0,0.6,0.9,0.0,9.0,0.1,-5.8,1.0,0.1,129.0,4.0,0.6
Gloria - Stereo Version,52.0,156106.0,0.5,0.6,0.8,0.0,9.0,0.2,-6.7,1.0,0.0,129.4,4.0,0.7
Itchycoo Park,49.0,172746.0,0.4,0.6,0.6,0.0,9.0,0.5,-8.0,1.0,0.1,128.2,4.0,0.5
Wild Thing,54.0,158250.0,0.7,0.4,0.7,0.0,11.0,0.1,-10.7,0.0,0.1,201.6,4.0,0.6
Care Of Cell 44,52.0,235826.0,0.3,0.4,0.6,0.0,7.0,0.1,-7.0,1.0,0.0,130.0,4.0,0.4
See Emily Play - 2016 Remastered Version,33.0,174573.0,0.2,0.4,0.8,0.0,2.0,0.1,-7.0,1.0,0.0,123.7,4.0,0.4
Alone Again Or - 2015 Remastered Version,58.0,197274.0,0.7,0.3,0.3,0.0,11.0,0.1,-15.6,0.0,0.0,174.3,4.0,0.2
Psychotic Reaction - Rarities Version,8.0,189848.0,0.0,0.4,0.8,0.0,11.0,0.2,-6.3,1.0,0.1,165.2,4.0,0.7
Slip Inside This House - Stereo LP Version,43.0,482278.0,0.1,0.6,0.7,0.0,9.0,0.1,-8.5,0.0,0.0,127.4,4.0,0.6
I Had Too Much To Dream (Last Night),49.0,178266.0,0.4,0.3,0.7,0.0,2.0,0.3,-8.0,0.0,0.0,147.6,4.0,0.4
96 Tears,30.0,177426.0,0.1,0.7,0.5,0.0,7.0,0.1,-5.9,1.0,0.0,123.5,4.0,0.9
Have Love Will Travel,55.0,160400.0,0.7,0.5,0.9,0.0,10.0,0.1,-5.6,1.0,0.1,130.2,4.0,0.9
Kick out the Jams,40.0,181760.0,0.1,0.3,0.8,0.2,1.0,0.4,-11.9,1.0,0.1,142.6,4.0,0.6
I Hate You,42.0,213706.0,0.4,0.7,0.8,0.0,9.0,0.1,-8.1,0.0,0.1,110.6,4.0,0.5
I Wanna Be Your Dog,62.0,188560.0,0.0,0.5,0.9,0.2,4.0,0.4,-8.7,1.0,0.0,120.7,4.0,0.1
I'm Waiting For The Man - Album Version (Stereo),16.0,279520.0,0.0,0.7,0.6,0.9,7.0,0.2,-9.7,1.0,0.0,125.9,4.0,0.9
Eight Miles High,56.0,214640.0,0.2,0.4,0.8,0.1,9.0,0.5,-10.5,1.0,0.1,130.6,4.0,0.4
Wipe Out,42.0,166092.0,0.1,0.5,1.0,0.5,11.0,1.0,-6.7,1.0,0.0,160.1,4.0,0.7
More Than Words,69.0,334106.0,0.5,0.6,0.1,0.0,6.0,0.1,-14.9,1.0,0.0,91.8,4.0,0.2
Free Fallin',73.0,256000.0,0.2,0.6,0.4,0.0,5.0,0.1,-13.2,1.0,0.0,84.4,4.0,0.6
Landslide,77.0,199493.0,0.9,0.4,0.2,0.0,7.0,0.1,-22.3,0.0,0.0,159.4,4.0,0.4
Lean on Me,69.0,258834.0,0.8,0.6,0.2,0.0,0.0,0.1,-13.8,1.0,0.1,75.2,4.0,0.4
Hotel California - Remastered,83.0,391376.0,0.0,0.6,0.5,0.0,2.0,0.1,-9.5,1.0,0.0,147.1,4.0,0.6
Fast Car,79.0,296800.0,0.3,0.7,0.3,0.0,4.0,0.1,-15.5,0.0,0.0,104.0,4.0,0.2
You're So Vain,74.0,258411.0,0.2,0.7,0.7,0.0,0.0,0.1,-8.2,1.0,0.0,106.2,4.0,0.6
Dust in the Wind,76.0,206266.0,0.4,0.5,0.3,0.0,7.0,0.1,-10.7,1.0,0.0,93.5,4.0,0.4
Ooh La La,64.0,214080.0,0.6,0.6,0.6,0.0,2.0,0.2,-8.2,1.0,0.0,148.0,4.0,0.8
You've Got A Friend,53.0,268706.0,0.7,0.7,0.3,0.0,9.0,0.1,-15.4,1.0,0.0,91.7,4.0,0.4
Redemption Song,71.0,233560.0,0.6,0.7,0.2,0.0,0.0,0.1,-10.5,1.0,0.0,116.0,4.0,0.6
Crazy Love,54.0,155453.0,0.8,0.6,0.2,0.0,9.0,0.2,-18.8,1.0,0.1,77.5,4.0,0.3
I'm on Fire,72.0,155880.0,0.6,0.6,0.4,0.0,1.0,0.1,-14.5,0.0,0.0,88.6,4.0,0.9
Heart Of Gold,70.0,187013.0,0.2,0.5,0.5,0.0,4.0,0.1,-10.4,0.0,0.0,171.2,4.0,0.8
Wildflowers - Remastered,13.0,216573.0,0.8,0.6,0.4,0.0,10.0,0.3,-13.3,1.0,0.0,90.4,4.0,0.6
"Rocket Man (I Think It's Going To Be A Long, Long Time)",80.0,281613.0,0.4,0.6,0.5,0.0,10.0,0.1,-9.0,1.0,0.0,136.6,4.0,0.4
In The Air Tonight - 2015 Remastered,77.0,336453.0,0.6,0.4,0.2,0.0,0.0,0.1,-13.9,1.0,0.0,189.5,4.0,0.3
Wicked Game - Remastered,65.0,286880.0,0.7,0.7,0.6,0.0,9.0,0.1,-7.7,1.0,0.0,112.5,4.0,0.3
Hallelujah,64.0,277160.0,0.7,0.3,0.3,0.0,0.0,0.1,-12.6,1.0,0.0,171.1,3.0,0.2
My Sweet Lord,78.0,281226.0,0.1,0.5,0.7,0.0,1.0,0.1,-8.9,0.0,0.0,121.0,4.0,0.6
A Horse with No Name,77.0,252239.0,0.7,0.7,0.5,0.0,11.0,0.2,-17.2,0.0,0.1,123.2,4.0,0.8
Jolene,76.0,161533.0,0.6,0.7,0.5,0.0,1.0,0.1,-11.0,0.0,0.0,110.6,4.0,0.8
Let It Be - Remastered 2009,78.0,243026.0,0.6,0.4,0.4,0.0,0.0,0.1,-8.3,1.0,0.0,143.5,4.0,0.4
Maggie May,34.0,350266.0,0.6,0.6,0.6,0.1,2.0,0.1,-10.5,1.0,0.0,129.4,4.0,0.5
Me and Julio Down by the Schoolyard,71.0,164813.0,0.2,0.6,0.8,0.0,9.0,0.1,-10.6,1.0,0.1,105.3,4.0,0.8
Where You Lead,62.0,200146.0,0.8,0.8,0.5,0.0,0.0,0.1,-10.4,1.0,0.0,107.0,4.0,0.9
Me and Bobby McGee,69.0,271333.0,0.3,0.5,0.5,0.0,2.0,0.2,-11.0,1.0,0.0,93.2,4.0,0.7
If You Could Read My Mind,60.0,229560.0,0.7,0.6,0.3,0.0,2.0,0.1,-12.4,1.0,0.0,122.6,4.0,0.2
Pink Moon,64.0,123173.0,0.9,0.5,0.3,0.2,3.0,0.1,-15.4,1.0,0.1,82.3,4.0,0.5
Walkin' Back to Georgia,59.0,170759.0,0.6,0.7,0.5,0.0,6.0,0.1,-10.1,0.0,0.0,127.3,4.0,0.8
Going To California,55.0,212160.0,0.9,0.5,0.3,0.0,2.0,0.1,-15.9,1.0,0.0,78.0,4.0,0.5
"My My, Hey Hey (Out of the Blue)",67.0,227705.0,0.9,0.5,0.4,0.0,7.0,0.3,-13.7,0.0,0.0,127.2,4.0,0.4
I Walk the Line,71.0,176533.0,0.9,0.7,0.3,0.0,9.0,0.1,-14.6,1.0,0.0,98.8,4.0,0.6
Across The Universe - Remastered 2009,66.0,228133.0,0.4,0.3,0.4,0.0,1.0,0.1,-11.8,1.0,0.0,152.1,4.0,0.9
Wild World,75.0,200160.0,0.4,0.5,0.5,0.0,0.0,0.1,-9.4,1.0,0.0,151.9,4.0,0.6
California,62.0,230226.0,0.9,0.5,0.3,0.0,4.0,0.1,-9.0,1.0,0.0,70.9,3.0,0.8
"Dreams (Sessions, Roughs & Outtakes) - 2004 Remastered Edition",49.0,261546.0,0.4,0.9,0.3,0.0,0.0,0.1,-14.4,1.0,0.0,119.5,4.0,0.6
Tangled up in Blue,63.0,341626.0,0.4,0.4,0.7,0.0,9.0,0.1,-13.1,1.0,0.0,101.0,4.0,0.6
Imagine - Remastered 2010,77.0,187866.0,0.9,0.5,0.3,0.2,0.0,0.1,-12.4,1.0,0.0,75.8,4.0,0.2
Maybe I’m Amazed - Remastered 2011,65.0,229826.0,0.4,0.5,0.5,0.1,7.0,0.6,-10.4,1.0,0.0,79.3,4.0,0.4
Tom's Diner,46.0,129106.0,0.6,0.7,0.2,0.0,1.0,0.2,-22.0,0.0,0.9,96.6,4.0,0.4
Easy,58.0,260893.0,0.2,0.6,0.4,0.0,10.0,0.1,-13.6,0.0,0.0,132.1,4.0,0.3
Up Where We Belong,62.0,233240.0,0.6,0.6,0.4,0.0,2.0,0.1,-8.7,1.0,0.0,139.1,4.0,0.4
Life On Mars? - 2015 Remastered Version,71.0,235986.0,0.6,0.4,0.4,0.0,10.0,0.1,-14.6,1.0,0.0,123.3,4.0,0.2
Personal Jesus - Acoustic Version,45.0,207866.0,0.9,0.7,0.3,0.3,9.0,0.1,-16.3,0.0,0.0,138.2,4.0,0.3
Wuthering Heights,66.0,269066.0,0.4,0.5,0.4,0.0,1.0,0.1,-11.4,1.0,0.0,124.6,4.0,0.5
Stuck In The Middle With You - Remastered,63.0,201334.0,0.1,0.8,0.5,0.4,7.0,0.1,-11.8,1.0,0.0,125.0,4.0,1.0
Just The Two Of Us (feat. Bill Withers),65.0,237106.0,0.6,0.8,0.5,0.1,1.0,0.1,-9.3,1.0,0.1,95.8,4.0,0.6
(You Make Me Feel Like) A Natural Woman,62.0,229066.0,1.0,0.6,0.2,0.0,9.0,0.1,-13.1,1.0,0.0,85.5,3.0,0.3
Cecilia,68.0,174826.0,0.4,0.8,0.9,0.0,0.0,0.2,-8.9,1.0,0.0,102.8,4.0,1.0
Our House,67.0,179760.0,0.9,0.6,0.2,0.0,9.0,0.1,-14.6,1.0,0.0,140.3,4.0,0.4
And It Stoned Me,50.0,272160.0,0.4,0.6,0.5,0.0,7.0,0.1,-11.2,1.0,0.0,75.8,4.0,0.6
Famous Blue Raincoat,58.0,310773.0,0.9,0.5,0.0,0.0,9.0,0.1,-22.2,0.0,0.0,119.4,3.0,0.2
All Things Must Pass,59.0,226866.0,0.5,0.5,0.6,0.0,9.0,0.1,-8.2,1.0,0.0,122.5,4.0,0.4
Stand By Me - Remastered,63.0,211666.0,0.3,0.6,0.6,0.0,9.0,0.1,-10.1,1.0,0.0,105.0,4.0,0.6
"Baby, I Love Your Way",50.0,309760.0,0.6,0.7,0.2,0.0,0.0,0.1,-12.8,1.0,0.0,132.2,4.0,0.3
Solsbury Hill,21.0,262600.0,0.4,0.7,0.6,0.0,11.0,0.4,-8.9,1.0,0.0,102.2,1.0,0.5
Boulder To Birmingham - Remastered,48.0,213026.0,0.8,0.5,0.3,0.0,10.0,0.1,-11.0,1.0,0.0,126.5,4.0,0.3
Something On Your Mind,53.0,203333.0,0.6,0.4,0.6,0.0,2.0,0.1,-8.5,1.0,0.0,76.4,4.0,0.3
